Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"H Alkaissi, S I McFarlane","Artificial Hallucinations in ChatGPT: Implications in Scientific Writing",2023,"Cureus","cureus.com","https://www.cureus.com/articles/138667-artificial-hallucinations-in-chatgpt-implications-in-scientific-writing.pdf","",45,"2023-03-15 07:08:14","PDF","","","",,,,,1,1.00,1,2,1,"â€¦ Implications of ChatGPT, that new chatbot introduced by â€¦ written with the assistance of ChatGPT, we present two cases one â€¦ We tested ChatGPT to write about the pathogenesis of these â€¦","",""
0,"W Tabone, J de Winter","Using ChatGPT for Humanâ€“Computer Interaction Research: A Primer",2023,"","researchgate.net","https://www.researchgate.net/profile/Wilbert-Tabone/publication/367284084_Using_ChatGPT_for_Human-Computer_Interaction_Research_A_Primer/links/63ca6066e922c50e99abb2c8/Using-ChatGPT-for-Human-Computer-Interaction-Research-A-Primer.pdf","",47,"2023-03-15 07:08:14","PDF","","","",,,,,0,0.00,0,2,1,"â€¦ We examined whether ChatGPT can be used as a valid tool in HCI â€¦ A hierarchical approach was used, where ChatGPT was â€¦ In conclusion, ChatGPT is a valid tool for analysing text data â€¦","",""
0,"R K Sinha, A D Roy, N Kumar, H Mondal, R Sinha","Applicability of ChatGPT in Assisting to Solve Higher Order Problems in Pathology",2023,"Cureus","cureus.com","https://www.cureus.com/articles/140097-applicability-of-chatgpt-in-assisting-to-solve-higher-order-problems-in-pathology.pdf","",51,"2023-03-15 07:08:14","PDF","","","",,,,,0,0.00,0,5,1,"â€¦ We aimed to ascertain the capability of ChatGPT in solving â€¦ ChatGPT is one such AI-based conversational program that â€¦ In this study, we aimed to ascertain the capability of ChatGPT â€¦","",""
1,"X Wang, Z Gong, G Wang, J Jia, Y Xu, J Zhao, Q Fan, ...","ChatGPT Performs on the Chinese National Medical Licensing Examination",2023,"","researchsquare.com","https://www.researchsquare.com/article/rs-2584079/latest.pdf","",56,"2023-03-15 07:08:14","PDF","","","",,,,,1,1.00,0,8,1,"â€¦ ChatGPT, a language model â€¦ of ChatGPT with those of medical students in China by administering the Chinese National Medical Licensing Examination (NMLE) to both ChatGPT and â€¦","",""
3,"R W McGee","Annie Chan: Three Short Stories Written with Chat GPT",2023,"Available at SSRN 4359403","researchgate.net","https://www.researchgate.net/profile/Robert-Mcgee-5/publication/368536148_ANNIE_CHAN_Three_Short_Stories_Written_with_Chat_GPT/links/63ed35b531cb6a6d1d04768b/ANNIE-CHAN-Three-Short-Stories-Written-with-Chat-GPT.pdf","",61,"2023-03-15 07:08:14","PDF","","","",,,,,3,3.00,3,1,1,"â€¦ The three stories were written using Chat GPT, a chatbot (artificial intelligence). â€¦ Chat GPT (Chat Generative Pre-trained Transformer)1 is a chatbot, a form of artificial intelligence â€¦","",""
0,"D Johnson, R Goodman, J Patrinely, C Stone, ...","Assessing the Accuracy and Reliability of AI-Generated Medical Responses: An Evaluation of the Chat-GPT Model",2023,"","researchsquare.com","https://www.researchsquare.com/article/rs-2566942/latest.pdf","",96,"2023-03-15 07:08:14","PDF","","","",,,,,0,0.00,0,5,1,"â€¦ ChatGPT can generate text-based content and are poised to become a major information source in medicine and beyond. The accuracy and completeness of ChatGPT â€¦ graded ChatGPTâ€¦","",""
1,"R W McGee","Who Were the 10 Best and 10 Worst US Presidents? The Opinion of Chat GPT (Artificial Intelligence)",2023,"The Opinion of Chat GPT (Artificial Intelligence) â€¦","researchgate.net","https://www.researchgate.net/profile/Robert-Mcgee-5/publication/368719515_WHO_WERE_THE_10_BEST_AND_10_WORST_US_PRESIDENTS_The_Opinion_of_Chat_GPT_Artificial_Intelligence/links/63f701b10cf1030a5643cb93/WHO-WERE-THE-10-BEST-AND-10-WORST-US-PRESIDENTS-The-Op","",101,"2023-03-15 07:08:14","PDF","","","",,,,,1,1.00,1,1,1,"â€¦ This study asked Chat GPT for lists of the 10 best and 10 worst US presidents. After the lists are presented, a brief commentary on the choices is given. â€¦ I merely cut and pasted â€¦","",""
0,"P Stutz, M Elixhauser, J Grubinger-Preiner, V Linner, ...","Ch (e) atgpt? an Anecdotal Approach on the Impact of Chatgpt on Teaching and Learning Giscience",2023,"","edarxiv.org","https://edarxiv.org/j3m9b/download","",102,"2023-03-15 07:08:14","PDF","","","",,,,,0,0.00,0,5,1,"â€¦ processing systems like ChatGPT recently gained â€¦ ChatGPT on teaching and learning based on a real world use case. It focuses on the results of a fictional student who used ChatGPT â€¦","",""
2,"N Manohar, S S Prasad","Use of ChatGPT in Academic Publishing: A Rare Case of Seronegative Systemic Lupus Erythematosus in a Patient With HIV Infection",2023,"Cureus Journal of Medical Science","cureus.com","https://www.cureus.com/articles/136411-use-of-chatgpt-in-academic-publishing-a-rare-case-of-seronegative-systemic-lupus-erythematosus-in-a-patient-with-hiv-infection.pdf","",106,"2023-03-15 07:08:14","PDF","","","",,,,,2,2.00,1,2,1,"Diagnosing systemic lupus erythematosus (SLE) may be difficult in cases of negative results for antinuclear antibodies (ANAs) and anti-double stranded DNA (dsDNA) antibodies, which â€¦","",""
0,"R Lantz","Toxic Epidermal Necrolysis in a Critically Ill African American Woman: A Case Report Written With ChatGPT Assistance",2023,"Cureus","cureus.com","https://www.cureus.com/articles/139642-toxic-epidermal-necrolysis-in-a-critically-ill-african-american-woman-a-case-report-written-with-chatgpt-assistance.pdf","",109,"2023-03-15 07:08:14","PDF","","","",,,,,0,0.00,0,1,1,"â€¦ While there are some benefits to using AI such as ChatGPT, including information gathering â€¦ It is our impression that ChatGPT use is beneficial in some regards, but its limitations should â€¦","",""
1,"H M Akhter, J S Cooper, J Cooper","Acute Pulmonary Edema After Hyperbaric Oxygen Treatment: A Case Report Written With ChatGPT Assistance",2023,"Cureus","cureus.com","https://www.cureus.com/articles/136986-acute-pulmonary-edema-after-hyperbaric-oxygen-treatment-a-case-report-written-with-chatgpt-assistance.pdf","",111,"2023-03-15 07:08:14","PDF","","","",,,,,1,1.00,0,3,1,"â€¦ This case report was written with the assistance of ChatGPT, January 9th version 2023. ChatGPT â€¦ We found ChatGPT helped provide a relevant general introductory summary, and this â€¦","",""
0,"H Donato, P Escada, ...","The Transparency of Science with ChatGPT and the Emerging Artificial Intelligence Language Models: Where Should Medical Journals Stand?",2023,"Acta MÃ©dica â€¦","actamedicaportuguesa.com","https://www.actamedicaportuguesa.com/revista/index.php/amp/article/download/19694/15076","",116,"2023-03-15 07:08:14","PDF","","","",,,,,0,0.00,0,3,1,"â€¦ O ChatGPT atÃ© jÃ¡ recebeu pelo menos quatro crÃ©ditos de â€¦ de ferramentas LLM como o ChatGPT nÃ£o reunirem, nos â€¦ , pelo que Ã© evidente que o ChatGPT nÃ£o preenche tal critÃ©rio â€¦","",""
1,"Z Lin","Why and how to embrace AI such as ChatGPT in your academic life",2023,"","psyarxiv.com","https://psyarxiv.com/sdx3j/download?format=pdf","",119,"2023-03-15 07:08:14","PDF","","","",,,,,1,1.00,1,1,1,"â€¦ Using ChatGPT as a model example, I identify and elaborate â€¦ of generative AI such as ChatGPT, researchers can become â€¦ with the popular chatbot, ChatGPT, which reached 100 million â€¦","",""
0,"S SpÃ¤th","Smarter than Humans? Validating how OpenAl's ChatGPT model explains Crowdfunding, Alternative Finance and Community Finance",2022,"","epub.sub.uni-hamburg.de","https://epub.sub.uni-hamburg.de/epub/volltexte/2023/146545/pdf/wp75.pdf","",127,"2023-03-15 07:08:14","PDF","","","",,,,,0,0.00,0,1,1,"","",""
